变压器资产ID,产生时间（15秒）,相别,有功电流（A）,有功功率（MW）,无功功率（MW）,负载率（%）,功率因数,开关档位
500KV-BYQ-002,2024-06-05 07:05:00,B,1259.9,452.7,93.2,70.2,0.94,4
500KV-BYQ-002,2024-06-05 07:05:00,C,1207.0,424.7,92.9,70.2,0.93,4
500KV-BYQ-003,2024-06-05 07:05:00,A,1218.4,436.6,82.4,70.0,0.92,2
500KV-BYQ-003,2024-06-05 07:05:00,B,1300.9,444.5,94.0,65.5,0.93,2
500KV-BYQ-003,2024-06-05 07:05:00,C,1283.7,419.6,92.3,65.8,0.94,2
500KV-BYQ-001,2024-06-05 07:06:00,A,1300.6,447.8,84.9,72.5,0.94,4
500KV-BYQ-001,2024-06-05 07:06:00,B,1208.8,438.5,91.4,72.5,0.91,4
500KV-BYQ-001,2024-06-05 07:06:00,C,1244.8,420.6,93.9,72.5,0.93,4
500KV-BYQ-002,2024-06-05 07:06:00,A,1262.2,432.4,92.9,64.3,0.94,4
500KV-BYQ-002,2024-06-05 07:06:00,B,1218.3,450.1,84.1,71.3,0.92,4
500KV-BYQ-002,2024-06-05 07:06:00,C,1237.3,421.8,94.0,69.5,0.9,4
500KV-BYQ-003,2024-06-05 07:06:00,A,1271.9,432.8,84.9,66.0,0.95,5
500KV-BYQ-003,2024-06-05 07:06:00,B,1257.2,414.3,81.7,73.8,0.94,5
500KV-BYQ-003,2024-06-05 07:06:00,C,1251.5,430.5,90.1,69.1,0.9,5
500KV-BYQ-001,2024-06-05 07:07:00,A,1228.2,434.3,92.4,71.3,0.94,4
500KV-BYQ-001,2024-06-05 07:07:00,B,1288.4,394.9,84.8,68.1,0.94,4
500KV-BYQ-001,2024-06-05 07:07:00,C,1178.4,426.3,86.3,70.1,0.92,4
500KV-BYQ-002,2024-06-05 07:07:00,A,1258.7,416.8,91.0,69.9,0.93,1
500KV-BYQ-002,2024-06-05 07:07:00,B,1266.1,446.9,87.3,65.6,0.92,1
500KV-BYQ-002,2024-06-05 07:07:00,C,1213.7,418.8,82.2,70.0,0.94,1
500KV-BYQ-003,2024-06-05 07:07:00,A,1188.2,430.2,82.3,68.0,0.9,3
500KV-BYQ-003,2024-06-05 07:07:00,B,1262.0,449.1,84.6,70.8,0.95,3
500KV-BYQ-003,2024-06-05 07:07:00,C,1204.9,420.3,79.9,70.4,0.92,3
500KV-BYQ-001,2024-06-05 07:08:00,A,1221.9,405.4,89.6,72.5,0.9,4
500KV-BYQ-001,2024-06-05 07:08:00,B,1208.0,421.7,83.5,68.0,0.93,4
500KV-BYQ-001,2024-06-05 07:08:00,C,1218.6,411.4,86.0,70.4,0.92,4
500KV-BYQ-002,2024-06-05 07:08:00,A,1253.2,424.6,92.8,66.6,0.92,2
500KV-BYQ-002,2024-06-05 07:08:00,B,1274.5,398.6,93.7,70.8,0.92,2
500KV-BYQ-002,2024-06-05 07:08:00,C,1304.5,395.3,92.0,66.6,0.95,2
500KV-BYQ-003,2024-06-05 07:08:00,A,1196.6,440.0,81.8,74.1,0.93,3
500KV-BYQ-003,2024-06-05 07:08:00,B,1274.7,454.2,89.8,66.0,0.93,3
500KV-BYQ-003,2024-06-05 07:08:00,C,1250.4,440.5,88.3,73.6,0.9,3
500KV-BYQ-001,2024-06-05 07:09:00,A,1226.8,416.9,82.4,72.1,0.93,2
500KV-BYQ-001,2024-06-05 07:09:00,B,1285.8,409.1,81.7,71.9,0.93,2
500KV-BYQ-001,2024-06-05 07:09:00,C,1221.0,401.7,94.4,70.9,0.92,2
500KV-BYQ-002,2024-06-05 07:09:00,A,1256.7,411.1,84.8,74.0,0.95,2
500KV-BYQ-002,2024-06-05 07:09:00,B,1233.4,445.3,94.1,72.5,0.95,2
500KV-BYQ-002,2024-06-05 07:09:00,C,1216.4,396.9,82.6,68.1,0.92,2
500KV-BYQ-003,2024-06-05 07:09:00,A,1222.5,456.4,82.3,69.6,0.94,4
500KV-BYQ-003,2024-06-05 07:09:00,B,1239.5,416.7,83.9,71.3,0.91,4
500KV-BYQ-003,2024-06-05 07:09:00,C,1280.1,425.4,85.0,67.2,0.91,4
500KV-BYQ-001,2024-06-05 07:10:00,A,1307.8,404.6,89.2,73.4,0.95,1
500KV-BYQ-001,2024-06-05 07:10:00,B,1224.8,405.1,80.3,65.8,0.95,1
500KV-BYQ-001,2024-06-05 07:10:00,C,1207.0,449.1,82.6,69.0,0.94,1
500KV-BYQ-002,2024-06-05 07:10:00,A,1305.2,412.7,83.9,66.6,0.93,2
500KV-BYQ-002,2024-06-05 07:10:00,B,1299.7,405.6,93.0,71.2,0.91,2
500KV-BYQ-002,2024-06-05 07:10:00,C,1304.6,419.6,81.6,70.2,0.93,2
500KV-BYQ-003,2024-06-05 07:10:00,A,1234.0,418.5,93.8,68.2,0.91,5
500KV-BYQ-003,2024-06-05 07:10:00,B,1180.2,424.9,90.7,69.8,0.91,5
500KV-BYQ-003,2024-06-05 07:10:00,C,1192.8,415.4,80.9,64.7,0.91,5
500KV-BYQ-001,2024-06-05 07:11:00,A,1239.1,417.7,85.3,69.3,0.93,5
500KV-BYQ-001,2024-06-05 07:11:00,B,1212.4,449.9,88.2,68.6,0.93,5
500KV-BYQ-001,2024-06-05 07:11:00,C,1277.8,412.8,89.6,69.8,0.91,5
500KV-BYQ-002,2024-06-05 07:11:00,A,1253.1,433.8,87.8,75.9,0.92,5
500KV-BYQ-002,2024-06-05 07:11:00,B,1261.0,426.5,92.1,70.8,0.9,5
500KV-BYQ-002,2024-06-05 07:11:00,C,1203.4,429.7,94.6,67.8,0.92,5
500KV-BYQ-003,2024-06-05 07:11:00,A,1293.3,436.5,91.6,73.6,0.9,2
500KV-BYQ-003,2024-06-05 07:11:00,B,1307.3,411.9,83.7,65.3,0.9,2
500KV-BYQ-003,2024-06-05 07:11:00,C,1233.6,432.0,83.8,72.9,0.94,2
500KV-BYQ-001,2024-06-05 07:12:00,A,1218.5,403.5,90.4,68.1,0.91,3
500KV-BYQ-001,2024-06-05 07:12:00,B,1312.7,448.3,80.0,72.9,0.91,3
500KV-BYQ-001,2024-06-05 07:12:00,C,1233.8,419.3,84.0,73.9,0.93,3
500KV-BYQ-002,2024-06-05 07:12:00,A,1226.5,428.5,79.4,70.7,0.93,1
500KV-BYQ-002,2024-06-05 07:12:00,B,1277.7,443.0,85.1,70.1,0.92,1
500KV-BYQ-002,2024-06-05 07:12:00,C,1236.5,395.2,82.5,74.1,0.93,1
500KV-BYQ-003,2024-06-05 07:12:00,A,1266.1,428.4,84.1,69.4,0.92,2
500KV-BYQ-003,2024-06-05 07:12:00,B,1244.6,432.2,87.4,70.7,0.92,2
500KV-BYQ-003,2024-06-05 07:12:00,C,1297.8,418.0,79.9,70.8,0.9,2
500KV-BYQ-001,2024-06-05 07:13:00,A,1310.7,420.4,84.5,72.6,0.94,5
500KV-BYQ-001,2024-06-05 07:13:00,B,1226.2,425.2,94.3,65.8,0.93,5
500KV-BYQ-001,2024-06-05 07:13:00,C,1256.2,421.7,88.1,67.0,0.93,5
500KV-BYQ-002,2024-06-05 07:13:00,A,1218.5,436.1,93.9,74.2,0.91,2
500KV-BYQ-002,2024-06-05 07:13:00,B,1230.0,439.4,92.0,69.0,0.93,2
500KV-BYQ-002,2024-06-05 07:13:00,C,1230.2,437.0,91.2,74.8,0.91,2
500KV-BYQ-003,2024-06-05 07:13:00,A,1284.7,448.4,92.2,67.1,0.92,4
500KV-BYQ-003,2024-06-05 07:13:00,B,1275.9,397.9,81.1,69.9,0.94,4
500KV-BYQ-003,2024-06-05 07:13:00,C,1208.7,442.1,93.4,71.2,0.91,4
500KV-BYQ-001,2024-06-05 07:14:00,A,1221.5,420.7,85.5,73.2,0.92,1
500KV-BYQ-001,2024-06-05 07:14:00,B,1199.5,406.0,79.3,75.3,0.93,1
500KV-BYQ-001,2024-06-05 07:14:00,C,1243.3,426.6,91.3,72.1,0.9,1
500KV-BYQ-002,2024-06-05 07:14:00,A,1241.1,400.3,83.1,68.5,0.93,1
500KV-BYQ-002,2024-06-05 07:14:00,B,1296.5,412.5,87.2,72.3,0.9,1
500KV-BYQ-002,2024-06-05 07:14:00,C,1295.8,423.8,81.8,75.1,0.93,1
500KV-BYQ-003,2024-06-05 07:14:00,A,1224.9,403.2,87.0,71.2,0.92,5
500KV-BYQ-003,2024-06-05 07:14:00,B,1271.9,406.1,81.9,70.5,0.94,5
500KV-BYQ-003,2024-06-05 07:14:00,C,1258.2,430.8,86.5,76.1,0.95,5
500KV-BYQ-001,2024-06-05 07:15:00,A,1294.4,412.8,92.4,65.2,0.92,4
500KV-BYQ-001,2024-06-05 07:15:00,B,1263.9,427.7,91.3,70.0,0.91,4
500KV-BYQ-001,2024-06-05 07:15:00,C,1231.0,433.8,86.4,71.7,0.9,4
500KV-BYQ-002,2024-06-05 07:15:00,A,1255.2,447.1,80.1,75.0,0.93,4
500KV-BYQ-002,2024-06-05 07:15:00,B,1302.6,410.0,82.4,69.2,0.94,4
500KV-BYQ-002,2024-06-05 07:15:00,C,1235.2,452.3,80.0,68.2,0.92,4
500KV-BYQ-003,2024-06-05 07:15:00,A,1277.9,439.0,86.1,70.0,0.93,2
500KV-BYQ-003,2024-06-05 07:15:00,B,1232.3,404.0,83.0,74.0,0.92,2
500KV-BYQ-003,2024-06-05 07:15:00,C,1273.2,419.9,90.0,70.3,0.92,2
500KV-BYQ-001,2024-06-05 07:16:00,A,1262.0,406.8,88.9,73.8,0.95,1
500KV-BYQ-001,2024-06-05 07:16:00,B,1273.4,425.8,95.9,74.1,0.91,1
500KV-BYQ-001,2024-06-05 07:16:00,C,1250.1,443.2,85.9,65.4,0.92,1
500KV-BYQ-002,2024-06-05 07:16:00,A,1252.5,434.4,91.1,68.1,0.94,1
500KV-BYQ-002,2024-06-05 07:16:00,B,1294.7,410.0,86.0,70.0,0.95,1
500KV-BYQ-002,2024-06-05 07:16:00,C,1255.4,426.3,80.6,64.1,0.92,1
500KV-BYQ-003,2024-06-05 07:16:00,A,1231.7,418.3,86.0,67.8,0.93,4
500KV-BYQ-003,2024-06-05 07:16:00,B,1225.9,402.1,85.7,65.8,0.9,4
500KV-BYQ-003,2024-06-05 07:16:00,C,1190.6,410.7,90.3,65.0,0.94,4
500KV-BYQ-001,2024-06-05 07:17:00,A,1234.6,431.4,90.6,69.0,0.91,5
500KV-BYQ-001,2024-06-05 07:17:00,B,1238.3,455.0,82.5,71.2,0.92,5
500KV-BYQ-001,2024-06-05 07:17:00,C,1248.9,419.6,81.5,65.1,0.94,5
500KV-BYQ-002,2024-06-05 07:17:00,A,1202.5,404.6,91.0,72.1,0.91,3
500KV-BYQ-002,2024-06-05 07:17:00,B,1236.3,413.0,84.0,67.6,0.93,3
500KV-BYQ-002,2024-06-05 07:17:00,C,1216.4,431.3,86.7,71.0,0.94,3
500KV-BYQ-003,2024-06-05 07:17:00,A,1244.0,431.0,83.8,69.5,0.9,5
500KV-BYQ-003,2024-06-05 07:17:00,B,1216.2,413.2,80.3,69.9,0.91,5
500KV-BYQ-003,2024-06-05 07:17:00,C,1231.6,436.1,89.4,66.6,0.94,5
500KV-BYQ-001,2024-06-05 07:18:00,A,1236.7,433.2,83.4,68.6,0.91,3
500KV-BYQ-001,2024-06-05 07:18:00,B,1280.7,428.2,81.6,72.3,0.94,3
500KV-BYQ-001,2024-06-05 07:18:00,C,1306.9,428.2,91.4,68.4,0.91,3
500KV-BYQ-002,2024-06-05 07:18:00,A,1246.4,421.7,89.5,72.5,0.92,3
500KV-BYQ-002,2024-06-05 07:18:00,B,1232.8,447.7,88.2,71.7,0.91,3
500KV-BYQ-002,2024-06-05 07:18:00,C,1287.5,407.5,89.9,74.1,0.92,3
500KV-BYQ-003,2024-06-05 07:18:00,A,1267.3,405.0,85.1,70.5,0.92,5
500KV-BYQ-003,2024-06-05 07:18:00,B,1278.3,447.4,87.8,71.0,0.91,5
500KV-BYQ-003,2024-06-05 07:18:00,C,1215.5,444.0,84.0,66.7,0.94,5
500KV-BYQ-001,2024-06-05 07:19:00,A,1218.8,418.7,93.5,69.3,0.93,4
500KV-BYQ-001,2024-06-05 07:19:00,B,1265.1,420.0,91.9,72.8,0.93,4
500KV-BYQ-001,2024-06-05 07:19:00,C,1249.3,426.8,84.6,67.7,0.93,4
500KV-BYQ-002,2024-06-05 07:19:00,A,1245.1,424.5,92.8,76.0,0.95,4
500KV-BYQ-002,2024-06-05 07:19:00,B,1259.2,427.6,80.0,75.1,0.93,4
500KV-BYQ-002,2024-06-05 07:19:00,C,1258.1,439.6,93.7,72.1,0.93,4
500KV-BYQ-003,2024-06-05 07:19:00,A,1274.4,403.3,84.1,73.3,0.9,5
500KV-BYQ-003,2024-06-05 07:19:00,B,1258.4,411.1,86.2,66.1,0.93,5
500KV-BYQ-003,2024-06-05 07:19:00,C,1252.3,449.2,91.4,66.9,0.92,5
500KV-BYQ-001,2024-06-05 07:20:00,A,1286.0,409.5,80.4,73.5,0.92,5
500KV-BYQ-001,2024-06-05 07:20:00,B,1244.5,450.5,89.9,72.3,0.92,5
500KV-BYQ-001,2024-06-05 07:20:00,C,1283.3,417.5,83.3,65.4,0.9,5
500KV-BYQ-002,2024-06-05 07:20:00,A,1256.9,433.7,91.2,69.7,0.9,5
500KV-BYQ-002,2024-06-05 07:20:00,B,1262.3,434.6,91.6,71.9,0.94,5
500KV-BYQ-002,2024-06-05 07:20:00,C,1275.8,442.1,81.2,74.8,0.93,5
500KV-BYQ-003,2024-06-05 07:20:00,A,1242.9,412.0,81.9,70.3,0.92,3
500KV-BYQ-003,2024-06-05 07:20:00,B,1238.1,404.6,86.2,72.3,0.93,3
500KV-BYQ-003,2024-06-05 07:20:00,C,1288.4,424.2,90.0,67.1,0.93,3
500KV-BYQ-001,2024-06-05 07:21:00,A,1195.2,413.3,82.4,72.1,0.95,2
500KV-BYQ-001,2024-06-05 07:21:00,B,1288.1,420.9,84.7,71.7,0.93,2
500KV-BYQ-001,2024-06-05 07:21:00,C,1254.4,431.4,93.2,72.1,0.91,2
500KV-BYQ-002,2024-06-05 07:21:00,A,1251.1,457.5,91.6,66.6,0.94,3
500KV-BYQ-002,2024-06-05 07:21:00,B,1270.2,428.9,87.2,71.7,0.92,3
500KV-BYQ-002,2024-06-05 07:21:00,C,1243.3,400.0,91.9,67.3,0.92,3
500KV-BYQ-003,2024-06-05 07:21:00,A,1241.5,407.6,89.3,70.9,0.95,1
500KV-BYQ-003,2024-06-05 07:21:00,B,1244.5,413.8,90.2,72.7,0.92,1
500KV-BYQ-003,2024-06-05 07:21:00,C,1243.9,412.7,93.3,74.7,0.93,1
500KV-BYQ-001,2024-06-05 07:22:00,A,1234.0,421.8,94.7,71.1,0.94,3
500KV-BYQ-001,2024-06-05 07:22:00,B,1286.9,397.9,87.3,67.6,0.94,3
500KV-BYQ-001,2024-06-05 07:22:00,C,1251.1,409.2,90.9,70.7,0.93,3
500KV-BYQ-002,2024-06-05 07:22:00,A,1265.1,404.3,81.6,64.8,0.94,1
500KV-BYQ-002,2024-06-05 07:22:00,B,1240.0,410.7,94.1,68.9,0.91,1
500KV-BYQ-002,2024-06-05 07:22:00,C,1282.4,444.1,94.2,73.9,0.94,1
500KV-BYQ-003,2024-06-05 07:22:00,A,1275.5,411.1,90.0,70.5,0.93,2
500KV-BYQ-003,2024-06-05 07:22:00,B,1199.9,433.2,94.6,68.9,0.92,2
500KV-BYQ-003,2024-06-05 07:22:00,C,1230.6,426.8,87.9,70.2,0.93,2
500KV-BYQ-001,2024-06-05 07:23:00,A,1253.9,424.3,89.8,68.9,0.9,4
500KV-BYQ-001,2024-06-05 07:23:00,B,1203.6,428.1,81.7,67.6,0.94,4
500KV-BYQ-001,2024-06-05 07:23:00,C,1224.5,440.9,80.6,67.0,0.92,4
500KV-BYQ-002,2024-06-05 07:23:00,A,1256.2,409.7,95.5,69.5,0.91,5
500KV-BYQ-002,2024-06-05 07:23:00,B,1257.7,430.9,89.5,70.9,0.91,5
500KV-BYQ-002,2024-06-05 07:23:00,C,1210.9,423.2,86.2,68.1,0.93,5
500KV-BYQ-003,2024-06-05 07:23:00,A,1215.5,434.2,94.8,73.3,0.9,1
500KV-BYQ-003,2024-06-05 07:23:00,B,1256.2,432.4,84.3,66.6,0.94,1
500KV-BYQ-003,2024-06-05 07:23:00,C,1293.8,425.6,83.8,72.6,0.93,1
500KV-BYQ-001,2024-06-05 07:24:00,A,1253.9,436.8,81.0,69.7,0.93,3
500KV-BYQ-001,2024-06-05 07:24:00,B,1246.0,440.3,92.0,74.3,0.91,3
500KV-BYQ-001,2024-06-05 07:24:00,C,1246.3,442.0,85.1,67.0,0.93,3
500KV-BYQ-002,2024-06-05 07:24:00,A,1232.1,422.5,85.6,68.6,0.94,3
500KV-BYQ-002,2024-06-05 07:24:00,B,1230.7,435.0,80.3,69.8,0.9,3
500KV-BYQ-002,2024-06-05 07:24:00,C,1309.1,442.2,85.5,65.4,0.91,3
500KV-BYQ-003,2024-06-05 07:24:00,A,1200.8,417.7,92.2,69.6,0.94,2
500KV-BYQ-003,2024-06-05 07:24:00,B,1278.6,410.0,81.5,72.9,0.92,2
500KV-BYQ-003,2024-06-05 07:24:00,C,1233.9,403.2,82.7,68.8,0.94,2
500KV-BYQ-001,2024-06-05 07:25:00,A,1248.7,431.9,90.0,69.5,0.9,5
500KV-BYQ-001,2024-06-05 07:25:00,B,1222.6,432.8,86.2,70.4,0.9,5
500KV-BYQ-001,2024-06-05 07:25:00,C,1252.9,432.1,92.4,72.2,0.91,5
500KV-BYQ-002,2024-06-05 07:25:00,A,1274.3,439.6,89.9,73.9,0.92,3
500KV-BYQ-002,2024-06-05 07:25:00,B,1297.6,409.9,90.7,70.5,0.94,3
500KV-BYQ-002,2024-06-05 07:25:00,C,1301.3,411.6,89.6,69.3,0.94,3
500KV-BYQ-003,2024-06-05 07:25:00,A,1288.0,430.0,87.1,68.8,0.93,4
500KV-BYQ-003,2024-06-05 07:25:00,B,1245.9,448.4,95.6,69.1,0.91,4
500KV-BYQ-003,2024-06-05 07:25:00,C,1245.8,407.1,90.3,71.9,0.91,4
500KV-BYQ-001,2024-06-05 07:26:00,A,1284.1,421.7,89.2,71.2,0.93,5
500KV-BYQ-001,2024-06-05 07:26:00,B,1225.8,416.0,95.6,64.7,0.91,5
500KV-BYQ-001,2024-06-05 07:26:00,C,1230.9,414.0,91.2,67.6,0.9,5
500KV-BYQ-002,2024-06-05 07:26:00,A,1275.3,448.0,85.6,73.6,0.94,1
500KV-BYQ-002,2024-06-05 07:26:00,B,1202.1,438.4,91.5,71.3,0.93,1
500KV-BYQ-002,2024-06-05 07:26:00,C,1197.0,424.5,87.2,72.0,0.93,1
500KV-BYQ-003,2024-06-05 07:26:00,A,1283.7,445.3,90.7,71.6,0.9,3
500KV-BYQ-003,2024-06-05 07:26:00,B,1237.0,430.5,83.5,74.2,0.91,3
500KV-BYQ-003,2024-06-05 07:26:00,C,1233.1,444.2,81.9,71.0,0.92,3
500KV-BYQ-001,2024-06-05 07:27:00,A,1241.4,443.1,89.5,69.8,0.92,3
500KV-BYQ-001,2024-06-05 07:27:00,B,1227.8,399.9,80.2,69.3,0.93,3
500KV-BYQ-001,2024-06-05 07:27:00,C,1208.7,410.8,90.2,70.2,0.91,3
500KV-BYQ-002,2024-06-05 07:27:00,A,1256.5,432.6,84.7,73.9,0.91,4
500KV-BYQ-002,2024-06-05 07:27:00,B,1306.9,441.0,87.3,69.2,0.93,4
500KV-BYQ-002,2024-06-05 07:27:00,C,1296.2,412.0,80.4,67.6,0.91,4
500KV-BYQ-003,2024-06-05 07:27:00,A,1263.0,408.6,83.4,68.3,0.92,3
500KV-BYQ-003,2024-06-05 07:27:00,B,1208.5,448.4,90.2,69.9,0.9,3
500KV-BYQ-003,2024-06-05 07:27:00,C,1311.7,443.1,89.8,72.0,0.93,3
500KV-BYQ-001,2024-06-05 07:28:00,A,1257.5,445.3,89.1,73.3,0.94,4
500KV-BYQ-001,2024-06-05 07:28:00,B,1253.8,396.6,88.9,75.3,0.91,4
500KV-BYQ-001,2024-06-05 07:28:00,C,1263.1,422.1,94.1,71.1,0.94,4
500KV-BYQ-002,2024-06-05 07:28:00,A,1253.6,395.1,86.3,68.7,0.93,4
500KV-BYQ-002,2024-06-05 07:28:00,B,1272.2,417.6,79.4,64.6,0.95,4
500KV-BYQ-002,2024-06-05 07:28:00,C,1275.7,432.7,86.5,66.8,0.9,4
500KV-BYQ-003,2024-06-05 07:28:00,A,1229.0,412.1,89.6,71.0,0.94,3
500KV-BYQ-003,2024-06-05 07:28:00,B,1288.9,450.6,85.3,71.8,0.9,3
500KV-BYQ-003,2024-06-05 07:28:00,C,1222.9,430.4,87.2,73.0,0.95,3
500KV-BYQ-001,2024-06-05 07:29:00,A,1196.7,408.2,85.2,70.2,0.93,3
500KV-BYQ-001,2024-06-05 07:29:00,B,1218.4,418.3,89.0,66.0,0.93,3
500KV-BYQ-001,2024-06-05 07:29:00,C,1301.3,421.7,92.5,72.8,0.94,3
500KV-BYQ-002,2024-06-05 07:29:00,A,1279.1,445.5,82.6,72.3,0.95,2
500KV-BYQ-002,2024-06-05 07:29:00,B,1292.8,423.8,87.1,72.4,0.91,2
500KV-BYQ-002,2024-06-05 07:29:00,C,1250.1,438.7,91.5,74.1,0.9,2
500KV-BYQ-003,2024-06-05 07:29:00,A,1261.3,447.1,81.9,68.8,0.94,1
500KV-BYQ-003,2024-06-05 07:29:00,B,1250.5,410.1,81.6,65.5,0.92,1
500KV-BYQ-003,2024-06-05 07:29:00,C,1225.8,401.9,80.3,65.6,0.93,1
500KV-BYQ-001,2024-06-05 07:30:00,A,1284.9,442.8,80.6,69.9,0.92,1
500KV-BYQ-001,2024-06-05 07:30:00,B,1244.8,422.3,88.3,70.6,0.92,1
500KV-BYQ-001,2024-06-05 07:30:00,C,1292.7,440.2,93.4,72.2,0.92,1
500KV-BYQ-002,2024-06-05 07:30:00,A,1274.7,435.0,87.7,72.8,0.93,4
500KV-BYQ-002,2024-06-05 07:30:00,B,1211.8,436.7,79.6,73.1,0.95,4
500KV-BYQ-002,2024-06-05 07:30:00,C,1276.4,439.3,93.1,71.8,0.94,4
500KV-BYQ-003,2024-06-05 07:30:00,A,1245.3,433.7,81.2,71.8,0.92,3
500KV-BYQ-003,2024-06-05 07:30:00,B,1226.6,443.5,82.9,66.9,0.94,3
500KV-BYQ-003,2024-06-05 07:30:00,C,1223.5,424.1,81.9,68.6,0.91,3
500KV-BYQ-001,2024-06-05 07:31:00,A,1251.4,442.4,90.9,68.3,0.92,4
500KV-BYQ-001,2024-06-05 07:31:00,B,1238.6,433.2,81.7,71.2,0.92,4
500KV-BYQ-001,2024-06-05 07:31:00,C,1315.2,412.5,87.6,63.8,0.91,4
500KV-BYQ-002,2024-06-05 07:31:00,A,1249.7,396.4,79.2,68.5,0.94,2
500KV-BYQ-002,2024-06-05 07:31:00,B,1219.8,423.1,79.9,67.8,0.91,2
500KV-BYQ-002,2024-06-05 07:31:00,C,1254.6,433.7,86.0,73.2,0.91,2
500KV-BYQ-003,2024-06-05 07:31:00,A,1239.1,424.1,82.8,69.2,0.95,4
500KV-BYQ-003,2024-06-05 07:31:00,B,1276.5,412.2,87.5,73.6,0.94,4
500KV-BYQ-003,2024-06-05 07:31:00,C,1241.3,423.1,80.5,74.9,0.94,4
500KV-BYQ-001,2024-06-05 07:32:00,A,1251.0,419.0,87.5,75.2,0.94,2
500KV-BYQ-001,2024-06-05 07:32:00,B,1224.4,401.0,80.8,69.6,0.93,2
500KV-BYQ-001,2024-06-05 07:32:00,C,1203.5,417.4,92.6,65.9,0.94,2
500KV-BYQ-002,2024-06-05 07:32:00,A,1231.5,424.8,81.4,70.5,0.92,1
500KV-BYQ-002,2024-06-05 07:32:00,B,1258.2,442.7,91.3,68.2,0.92,1
500KV-BYQ-002,2024-06-05 07:32:00,C,1198.0,404.0,92.2,67.4,0.91,1
500KV-BYQ-003,2024-06-05 07:32:00,A,1220.0,426.1,94.7,70.4,0.92,4
500KV-BYQ-003,2024-06-05 07:32:00,B,1288.2,443.1,85.1,72.2,0.9,4
500KV-BYQ-003,2024-06-05 07:32:00,C,1234.0,415.3,88.5,74.3,0.91,4
500KV-BYQ-001,2024-06-05 07:33:00,A,1230.5,406.2,88.4,66.5,0.91,2
500KV-BYQ-001,2024-06-05 07:33:00,B,1243.8,408.0,81.1,69.5,0.94,2
500KV-BYQ-001,2024-06-05 07:33:00,C,1231.5,414.0,85.2,75.5,0.95,2
500KV-BYQ-002,2024-06-05 07:33:00,A,1300.9,447.6,84.6,68.4,0.91,3
500KV-BYQ-002,2024-06-05 07:33:00,B,1245.7,405.8,91.0,72.3,0.91,3
500KV-BYQ-002,2024-06-05 07:33:00,C,1268.9,417.2,85.6,69.4,0.94,3
500KV-BYQ-003,2024-06-05 07:33:00,A,1240.8,429.8,91.0,69.6,0.95,4
500KV-BYQ-003,2024-06-05 07:33:00,B,1259.2,452.0,91.1,74.4,0.92,4
500KV-BYQ-003,2024-06-05 07:33:00,C,1227.0,455.7,86.9,68.6,0.92,4
500KV-BYQ-001,2024-06-05 07:34:00,A,1220.0,420.1,81.6,66.5,0.9,3
500KV-BYQ-001,2024-06-05 07:34:00,B,1226.6,397.7,82.5,73.0,0.95,3
500KV-BYQ-001,2024-06-05 07:34:00,C,1232.9,442.5,80.7,69.2,0.93,3
500KV-BYQ-002,2024-06-05 07:34:00,A,1219.4,425.4,85.4,67.6,0.91,1
500KV-BYQ-002,2024-06-05 07:34:00,B,1203.1,422.7,84.0,67.5,0.93,1
500KV-BYQ-002,2024-06-05 07:34:00,C,1315.2,432.6,89.5,71.7,0.93,1
500KV-BYQ-003,2024-06-05 07:34:00,A,1193.4,426.8,90.6,70.8,0.92,4
500KV-BYQ-003,2024-06-05 07:34:00,B,1230.8,418.8,88.2,68.3,0.94,4
500KV-BYQ-003,2024-06-05 07:34:00,C,1306.5,404.6,82.7,68.2,0.91,4
500KV-BYQ-001,2024-06-05 07:35:00,A,1245.6,431.1,79.3,66.3,0.94,5
500KV-BYQ-001,2024-06-05 07:35:00,B,1290.7,397.2,86.7,68.8,0.93,5
500KV-BYQ-001,2024-06-05 07:35:00,C,1311.6,437.1,88.6,69.4,0.93,5
500KV-BYQ-002,2024-06-05 07:35:00,A,1284.7,425.8,93.0,66.1,0.92,2
500KV-BYQ-002,2024-06-05 07:35:00,B,1225.0,397.1,92.3,70.6,0.94,2
500KV-BYQ-002,2024-06-05 07:35:00,C,1240.4,445.2,93.7,71.7,0.91,2
500KV-BYQ-003,2024-06-05 07:35:00,A,1288.3,445.0,93.2,66.2,0.95,4
500KV-BYQ-003,2024-06-05 07:35:00,B,1236.2,419.7,80.9,66.4,0.94,4
500KV-BYQ-003,2024-06-05 07:35:00,C,1226.6,425.0,92.8,66.5,0.95,4
500KV-BYQ-001,2024-06-05 07:36:00,A,1195.2,421.4,89.8,66.3,0.92,4
500KV-BYQ-001,2024-06-05 07:36:00,B,1296.8,450.6,88.1,67.6,0.94,4
500KV-BYQ-001,2024-06-05 07:36:00,C,1235.3,416.4,89.7,73.1,0.95,4
500KV-BYQ-002,2024-06-05 07:36:00,A,1214.2,431.6,79.8,66.7,0.93,2
500KV-BYQ-002,2024-06-05 07:36:00,B,1279.9,409.8,94.2,72.5,0.94,2
500KV-BYQ-002,2024-06-05 07:36:00,C,1227.2,420.2,83.9,64.8,0.92,2
500KV-BYQ-003,2024-06-05 07:36:00,A,1219.9,407.1,91.5,71.1,0.91,1
500KV-BYQ-003,2024-06-05 07:36:00,B,1271.7,414.8,85.4,73.4,0.91,1
500KV-BYQ-003,2024-06-05 07:36:00,C,1205.7,418.7,93.0,73.9,0.95,1
