变压器资产ID,产生时间（yyyy-MM-dd HH:mm:ss）,油温点位1（℃）,油温点位2（℃）
500KV-BYQ-002,2025-06-26 13:00:00,56.2,58.9
500KV-BYQ-003,2025-06-26 13:00:00,72.6,73
500KV-BYQ-001,2025-06-26 14:00:00,49.7,51.5
500KV-BYQ-002,2025-06-26 14:00:00,51.0,53.9
500KV-BYQ-003,2025-06-26 14:00:00,64.7,65.9
500KV-BYQ-001,2025-06-26 15:00:00,50.4,52.0
500KV-BYQ-002,2025-06-26 15:00:00,47.4,49.5
500KV-BYQ-003,2025-06-26 15:00:00,63.2,66.1
500KV-BYQ-001,2025-06-26 16:00:00,53.5,55.6
500KV-BYQ-002,2025-06-26 16:00:00,66.2,67.4
500KV-BYQ-003,2025-06-26 16:00:00,56.1,57.5
500KV-BYQ-001,2025-06-26 17:00:00,62.0,63.7
500KV-BYQ-002,2025-06-26 17:00:00,63.3,65.8
500KV-BYQ-003,2025-06-26 17:00:00,52.9,54.7
500KV-BYQ-001,2025-06-26 18:00:00,47.2,48.7
500KV-BYQ-002,2025-06-26 18:00:00,49.5,50.7
500KV-BYQ-003,2025-06-26 18:00:00,64.9,66.1
500KV-BYQ-001,2025-06-26 19:00:00,58.3,60.2
500KV-BYQ-002,2025-06-26 19:00:00,67.7,69.2
500KV-BYQ-003,2025-06-26 19:00:00,64.9,67.5
500KV-BYQ-001,2025-06-26 20:00:00,70.1,71.9
500KV-BYQ-002,2025-06-26 20:00:00,65.1,68.0
500KV-BYQ-003,2025-06-26 20:00:00,49.0,50.1
500KV-BYQ-001,2025-06-26 21:00:00,63.0,65.7
500KV-BYQ-002,2025-06-26 21:00:00,52.1,53.9
500KV-BYQ-003,2025-06-26 21:00:00,47.4,49.0
500KV-BYQ-001,2025-06-26 22:00:00,59.9,62.2
500KV-BYQ-002,2025-06-26 22:00:00,56.7,58.6
500KV-BYQ-003,2025-06-26 22:00:00,60.7,61.9
500KV-BYQ-001,2025-06-26 23:00:00,45.8,48.0
500KV-BYQ-002,2025-06-26 23:00:00,62.5,65.3
500KV-BYQ-003,2025-06-26 23:00:00,54.7,57.4
500KV-BYQ-001,2025-06-27 00:00:00,54.7,57.1
500KV-BYQ-002,2025-06-27 00:00:00,60.4,62.9
500KV-BYQ-003,2025-06-27 00:00:00,64.4,66.1
500KV-BYQ-001,2025-06-27 01:00:00,45.6,47.4
500KV-BYQ-002,2025-06-27 01:00:00,60.3,62.6
500KV-BYQ-003,2025-06-27 01:00:00,55.0,57.8
500KV-BYQ-001,2025-06-27 02:00:00,64.4,66.0
500KV-BYQ-002,2025-06-27 02:00:00,56.0,58.6
500KV-BYQ-003,2025-06-27 02:00:00,45.7,46.8
500KV-BYQ-001,2025-06-27 03:00:00,55.4,57.1
500KV-BYQ-002,2025-06-27 03:00:00,54.8,56.1
500KV-BYQ-003,2025-06-27 03:00:00,56.3,58.1
500KV-BYQ-001,2025-06-27 04:00:00,65.6,68.1
500KV-BYQ-002,2025-06-27 04:00:00,58.8,60.6
500KV-BYQ-003,2025-06-27 04:00:00,55.3,58.1
500KV-BYQ-001,2025-06-27 05:00:00,56.0,58.4
500KV-BYQ-002,2025-06-27 05:00:00,55.6,56.6
500KV-BYQ-003,2025-06-27 05:00:00,54.3,56.5
500KV-BYQ-001,2025-06-27 06:00:00,63.8,65.9
500KV-BYQ-002,2025-06-27 06:00:00,58.8,60.2
500KV-BYQ-003,2025-06-27 06:00:00,44.4,46.4
500KV-BYQ-001,2025-06-27 07:00:00,62.7,64.5
500KV-BYQ-002,2025-06-27 07:00:00,44.9,47.7
500KV-BYQ-003,2025-06-27 07:00:00,50.7,53.4
500KV-BYQ-001,2025-06-27 08:00:00,62.1,63.1
500KV-BYQ-002,2025-06-27 08:00:00,70.2,73.0
500KV-BYQ-003,2025-06-27 08:00:00,52.1,54.0
500KV-BYQ-001,2025-06-27 09:00:00,56.3,57.8
500KV-BYQ-002,2025-06-27 09:00:00,67.0,69.8
500KV-BYQ-003,2025-06-27 09:00:00,54.5,55.9
500KV-BYQ-001,2025-06-27 10:00:00,52.6,54.1
500KV-BYQ-002,2025-06-27 10:00:00,53.0,55.0
500KV-BYQ-003,2025-06-27 10:00:00,61.5,63.1
500KV-BYQ-001,2025-06-27 11:00:00,51.5,53.9
500KV-BYQ-002,2025-06-27 11:00:00,58.3,60.6
500KV-BYQ-003,2025-06-27 11:00:00,66.2,69.1
500KV-BYQ-001,2025-06-27 12:00:00,67.9,70.2
500KV-BYQ-002,2025-06-27 12:00:00,65.8,68.7
500KV-BYQ-003,2025-06-27 12:00:00,61.1,63.6
500KV-BYQ-001,2025-06-27 13:00:00,59.7,60.9
500KV-BYQ-002,2025-06-27 13:00:00,53.6,56.5
500KV-BYQ-003,2025-06-27 13:00:00,70.5,71.6
500KV-BYQ-001,2025-06-27 14:00:00,57.4,58.5
500KV-BYQ-002,2025-06-27 14:00:00,57.1,58.7
500KV-BYQ-003,2025-06-27 14:00:00,62.1,65.0
500KV-BYQ-001,2025-06-27 15:00:00,63.5,65.8
500KV-BYQ-002,2025-06-27 15:00:00,56.4,57.5
500KV-BYQ-003,2025-06-27 15:00:00,66.2,67.9
500KV-BYQ-001,2025-06-27 16:00:00,65.4,66.7
500KV-BYQ-002,2025-06-27 16:00:00,66.0,67.7
500KV-BYQ-003,2025-06-27 16:00:00,53.4,54.5
500KV-BYQ-001,2025-06-27 17:00:00,57.2,58.4
500KV-BYQ-002,2025-06-27 17:00:00,55.2,56.4
500KV-BYQ-003,2025-06-27 17:00:00,67.9,69.1
500KV-BYQ-001,2025-06-27 18:00:00,62.3,64.8
500KV-BYQ-002,2025-06-27 18:00:00,62.0,64.2
500KV-BYQ-003,2025-06-27 18:00:00,49.8,52.4
500KV-BYQ-001,2025-06-27 19:00:00,52.9,54.2
500KV-BYQ-002,2025-06-27 19:00:00,65.4,66.4
500KV-BYQ-003,2025-06-27 19:00:00,60.2,62.4
500KV-BYQ-001,2025-06-27 20:00:00,56.8,59.2
500KV-BYQ-002,2025-06-27 20:00:00,55.7,58.5
500KV-BYQ-003,2025-06-27 20:00:00,59.8,61.0
500KV-BYQ-001,2025-06-27 21:00:00,51.8,54.6
500KV-BYQ-002,2025-06-27 21:00:00,59.0,60.4
500KV-BYQ-003,2025-06-27 21:00:00,61.3,62.4
500KV-BYQ-001,2025-06-27 22:00:00,60.3,62.3
500KV-BYQ-002,2025-06-27 22:00:00,68.1,69.8
500KV-BYQ-003,2025-06-27 22:00:00,58.9,61.7
500KV-BYQ-001,2025-06-27 23:00:00,56.9,59.8
500KV-BYQ-002,2025-06-27 23:00:00,51.2,53.6
500KV-BYQ-003,2025-06-27 23:00:00,61.9,63.6
500KV-BYQ-001,2025-06-28 00:00:00,63.1,64.5
500KV-BYQ-002,2025-06-28 00:00:00,62.2,63.4
500KV-BYQ-003,2025-06-28 00:00:00,66.0,68.1
500KV-BYQ-001,2025-06-28 01:00:00,50.1,51.4
500KV-BYQ-002,2025-06-28 01:00:00,46.9,49.8
500KV-BYQ-003,2025-06-28 01:00:00,55.2,56.9
500KV-BYQ-001,2025-06-28 02:00:00,63.1,64.9
500KV-BYQ-002,2025-06-28 02:00:00,61.6,64.2
500KV-BYQ-003,2025-06-28 02:00:00,47.3,50.2
500KV-BYQ-001,2025-06-28 03:00:00,49.6,51.2
500KV-BYQ-002,2025-06-28 03:00:00,55.1,56.5
500KV-BYQ-003,2025-06-28 03:00:00,54.1,57.1
500KV-BYQ-001,2025-06-28 04:00:00,46.2,48.6
500KV-BYQ-002,2025-06-28 04:00:00,64.9,67.2
500KV-BYQ-003,2025-06-28 04:00:00,55.3,58.0
500KV-BYQ-001,2025-06-28 05:00:00,50.0,52.8
500KV-BYQ-002,2025-06-28 05:00:00,51.9,54.8
500KV-BYQ-003,2025-06-28 05:00:00,55.5,58.5
500KV-BYQ-001,2025-06-28 06:00:00,61.7,62.8
500KV-BYQ-002,2025-06-28 06:00:00,56.2,58.7
500KV-BYQ-003,2025-06-28 06:00:00,58.2,60.9
500KV-BYQ-001,2025-06-28 07:00:00,61.1,62.1
500KV-BYQ-002,2025-06-28 07:00:00,50.6,52.3
500KV-BYQ-003,2025-06-28 07:00:00,43.7,46.2
500KV-BYQ-001,2025-06-28 08:00:00,59.9,62.0
500KV-BYQ-002,2025-06-28 08:00:00,47.8,50.7
500KV-BYQ-003,2025-06-28 08:00:00,50.9,53.1
500KV-BYQ-001,2025-06-28 09:00:00,55.3,58.2
500KV-BYQ-002,2025-06-28 09:00:00,51.8,54.6
500KV-BYQ-003,2025-06-28 09:00:00,68.0,70.8
500KV-BYQ-001,2025-06-28 10:00:00,68.2,70.4
500KV-BYQ-002,2025-06-28 10:00:00,72.3,73
500KV-BYQ-003,2025-06-28 10:00:00,70.4,71.7
500KV-BYQ-001,2025-06-28 11:00:00,55.2,56.3
500KV-BYQ-002,2025-06-28 11:00:00,48.5,50.5
500KV-BYQ-003,2025-06-28 11:00:00,50.6,53.0
500KV-BYQ-001,2025-06-28 12:00:00,54.9,57.7
500KV-BYQ-002,2025-06-28 12:00:00,65.9,68.6
500KV-BYQ-003,2025-06-28 12:00:00,61.8,63.7
500KV-BYQ-001,2025-06-28 13:00:00,56.6,58.4
500KV-BYQ-002,2025-06-28 13:00:00,69.6,71.5
500KV-BYQ-003,2025-06-28 13:00:00,60.4,63.3
500KV-BYQ-001,2025-06-28 14:00:00,64.9,67.0
500KV-BYQ-002,2025-06-28 14:00:00,53.5,55.9
500KV-BYQ-003,2025-06-28 14:00:00,67.2,69.0
500KV-BYQ-001,2025-06-28 15:00:00,58.5,61.1
500KV-BYQ-002,2025-06-28 15:00:00,48.8,50.7
500KV-BYQ-003,2025-06-28 15:00:00,56.4,58.2
500KV-BYQ-001,2025-06-28 16:00:00,68.8,71.1
500KV-BYQ-002,2025-06-28 16:00:00,54.0,56.0
500KV-BYQ-003,2025-06-28 16:00:00,50.1,52.3
500KV-BYQ-001,2025-06-28 17:00:00,62.4,65.0
500KV-BYQ-002,2025-06-28 17:00:00,69.3,71.5
500KV-BYQ-003,2025-06-28 17:00:00,62.3,63.5
500KV-BYQ-001,2025-06-28 18:00:00,50.5,51.5
500KV-BYQ-002,2025-06-28 18:00:00,56.7,58.9
500KV-BYQ-003,2025-06-28 18:00:00,49.6,51.7
500KV-BYQ-001,2025-06-28 19:00:00,55.5,57.6
500KV-BYQ-002,2025-06-28 19:00:00,66.1,68.1
500KV-BYQ-003,2025-06-28 19:00:00,60.0,61.5
500KV-BYQ-001,2025-06-28 20:00:00,56.5,59.0
500KV-BYQ-002,2025-06-28 20:00:00,67.0,69.3
500KV-BYQ-003,2025-06-28 20:00:00,61.0,63.5
500KV-BYQ-001,2025-06-28 21:00:00,61.6,63.2
500KV-BYQ-002,2025-06-28 21:00:00,68.2,69.4
500KV-BYQ-003,2025-06-28 21:00:00,56.9,59.8
500KV-BYQ-001,2025-06-28 22:00:00,68.8,70.4
500KV-BYQ-002,2025-06-28 22:00:00,45.6,47.3
500KV-BYQ-003,2025-06-28 22:00:00,61.1,63.9
500KV-BYQ-001,2025-06-28 23:00:00,57.3,59.7
500KV-BYQ-002,2025-06-28 23:00:00,59.1,60.4
500KV-BYQ-003,2025-06-28 23:00:00,65.1,68.1
500KV-BYQ-001,2025-06-29 00:00:00,65.1,66.7
500KV-BYQ-002,2025-06-29 00:00:00,63.4,64.8
500KV-BYQ-003,2025-06-29 00:00:00,56.4,59.3
500KV-BYQ-001,2025-06-29 01:00:00,59.6,62.5
500KV-BYQ-002,2025-06-29 01:00:00,51.6,53.7
500KV-BYQ-003,2025-06-29 01:00:00,50.7,51.8
500KV-BYQ-001,2025-06-29 02:00:00,63.4,65.9
500KV-BYQ-002,2025-06-29 02:00:00,49.5,50.6
500KV-BYQ-003,2025-06-29 02:00:00,53.7,56.1
500KV-BYQ-001,2025-06-29 03:00:00,57.4,59.9
500KV-BYQ-002,2025-06-29 03:00:00,47.6,49.3
500KV-BYQ-003,2025-06-29 03:00:00,53.1,54.3
500KV-BYQ-001,2025-06-29 04:00:00,47.3,48.9
500KV-BYQ-002,2025-06-29 04:00:00,58.9,59.9
500KV-BYQ-003,2025-06-29 04:00:00,58.5,59.9
500KV-BYQ-001,2025-06-29 05:00:00,59.0,60.8
500KV-BYQ-002,2025-06-29 05:00:00,65.6,67.6
500KV-BYQ-003,2025-06-29 05:00:00,61.0,62.6
500KV-BYQ-001,2025-06-29 06:00:00,64.2,66.9
500KV-BYQ-002,2025-06-29 06:00:00,49.4,51.4
500KV-BYQ-003,2025-06-29 06:00:00,62.1,63.6
500KV-BYQ-001,2025-06-29 07:00:00,58.4,59.7
500KV-BYQ-002,2025-06-29 07:00:00,54.8,57.1
500KV-BYQ-003,2025-06-29 07:00:00,60.6,62.1
500KV-BYQ-001,2025-06-29 08:00:00,69.7,72.5
500KV-BYQ-002,2025-06-29 08:00:00,50.2,51.7
500KV-BYQ-003,2025-06-29 08:00:00,50.3,51.5
500KV-BYQ-001,2025-06-29 09:00:00,59.8,61.3
500KV-BYQ-002,2025-06-29 09:00:00,68.4,69.6
500KV-BYQ-003,2025-06-29 09:00:00,71.0,72.4
500KV-BYQ-001,2025-06-29 10:00:00,50.5,53.3
500KV-BYQ-002,2025-06-29 10:00:00,60.7,61.8
500KV-BYQ-003,2025-06-29 10:00:00,69.4,71.9
500KV-BYQ-001,2025-06-29 11:00:00,67.0,68.4
500KV-BYQ-002,2025-06-29 11:00:00,54.2,56.4
500KV-BYQ-003,2025-06-29 11:00:00,56.2,57.6
500KV-BYQ-001,2025-06-29 12:00:00,64.0,65.6
500KV-BYQ-002,2025-06-29 12:00:00,51.8,54.1
500KV-BYQ-003,2025-06-29 12:00:00,59.8,62.5
500KV-BYQ-001,2025-06-29 13:00:00,59.0,60.7
500KV-BYQ-002,2025-06-29 13:00:00,50.5,52.4
500KV-BYQ-003,2025-06-29 13:00:00,60.9,63.5
500KV-BYQ-001,2025-06-29 14:00:00,51.0,52.1
500KV-BYQ-002,2025-06-29 14:00:00,59.1,60.2
500KV-BYQ-003,2025-06-29 14:00:00,71.1,73
500KV-BYQ-001,2025-06-29 15:00:00,62.9,64.7
500KV-BYQ-002,2025-06-29 15:00:00,47.8,49.9
500KV-BYQ-003,2025-06-29 15:00:00,67.0,68.2
500KV-BYQ-001,2025-06-29 16:00:00,70.1,72.6
500KV-BYQ-002,2025-06-29 16:00:00,68.8,71.6
500KV-BYQ-003,2025-06-29 16:00:00,64.5,67.4
500KV-BYQ-001,2025-06-29 17:00:00,58.2,59.4
500KV-BYQ-002,2025-06-29 17:00:00,48.2,50.4
500KV-BYQ-003,2025-06-29 17:00:00,60.3,63.2
500KV-BYQ-001,2025-06-29 18:00:00,60.2,61.7
500KV-BYQ-002,2025-06-29 18:00:00,58.9,60.1
500KV-BYQ-003,2025-06-29 18:00:00,59.8,62.0
500KV-BYQ-001,2025-06-29 19:00:00,53.8,55.3
500KV-BYQ-002,2025-06-29 19:00:00,61.4,62.5
500KV-BYQ-003,2025-06-29 19:00:00,49.1,51.6
500KV-BYQ-001,2025-06-29 20:00:00,55.8,57.9
500KV-BYQ-002,2025-06-29 20:00:00,52.7,55.6
500KV-BYQ-003,2025-06-29 20:00:00,57.3,59.1
500KV-BYQ-001,2025-06-29 21:00:00,53.9,55.0
500KV-BYQ-002,2025-06-29 21:00:00,66.7,69.0
500KV-BYQ-003,2025-06-29 21:00:00,46.2,47.8
500KV-BYQ-001,2025-06-29 22:00:00,67.6,69.4
500KV-BYQ-002,2025-06-29 22:00:00,52.0,53.5
500KV-BYQ-003,2025-06-29 22:00:00,59.8,62.7
500KV-BYQ-001,2025-06-29 23:00:00,51.0,54.0
500KV-BYQ-002,2025-06-29 23:00:00,49.2,51.3
500KV-BYQ-003,2025-06-29 23:00:00,53.0,55.8
500KV-BYQ-001,2025-06-30 00:00:00,52.9,55.5
500KV-BYQ-002,2025-06-30 00:00:00,46.3,47.5
500KV-BYQ-003,2025-06-30 00:00:00,48.8,51.4
500KV-BYQ-001,2025-06-30 01:00:00,60.5,62.7
500KV-BYQ-002,2025-06-30 01:00:00,43.3,44.3
500KV-BYQ-003,2025-06-30 01:00:00,51.8,54.8
500KV-BYQ-001,2025-06-30 02:00:00,61.0,63.0
500KV-BYQ-002,2025-06-30 02:00:00,48.2,50.1
500KV-BYQ-003,2025-06-30 02:00:00,65.6,68.5
500KV-BYQ-001,2025-06-30 03:00:00,63.0,65.6
500KV-BYQ-002,2025-06-30 03:00:00,52.6,54.4
500KV-BYQ-003,2025-06-30 03:00:00,58.1,60.5
500KV-BYQ-001,2025-06-30 04:00:00,64.6,65.8
500KV-BYQ-002,2025-06-30 04:00:00,43.4,45.0
500KV-BYQ-003,2025-06-30 04:00:00,48.9,51.0
500KV-BYQ-001,2025-06-30 05:00:00,53.9,55.6
500KV-BYQ-002,2025-06-30 05:00:00,60.4,61.9
500KV-BYQ-003,2025-06-30 05:00:00,58.4,61.2
500KV-BYQ-001,2025-06-30 06:00:00,60.3,61.3
500KV-BYQ-002,2025-06-30 06:00:00,49.1,50.7
500KV-BYQ-003,2025-06-30 06:00:00,49.1,51.3
500KV-BYQ-001,2025-06-30 07:00:00,64.2,66.3
500KV-BYQ-002,2025-06-30 07:00:00,59.2,61.4
500KV-BYQ-003,2025-06-30 07:00:00,61.4,63.8
500KV-BYQ-001,2025-06-30 08:00:00,68.3,70.4
500KV-BYQ-002,2025-06-30 08:00:00,55.6,58.6
500KV-BYQ-003,2025-06-30 08:00:00,52.9,54.7
500KV-BYQ-001,2025-06-30 09:00:00,56.0,57.0
500KV-BYQ-002,2025-06-30 09:00:00,59.0,60.9
500KV-BYQ-003,2025-06-30 09:00:00,55.4,57.8
500KV-BYQ-001,2025-06-30 10:00:00,60.3,61.7
500KV-BYQ-002,2025-06-30 10:00:00,57.9,59.6
500KV-BYQ-003,2025-06-30 10:00:00,61.6,63.3
500KV-BYQ-001,2025-06-30 11:00:00,59.3,60.5
500KV-BYQ-002,2025-06-30 11:00:00,63.5,65.3
500KV-BYQ-003,2025-06-30 11:00:00,67.8,70.5
500KV-BYQ-001,2025-06-30 12:00:00,57.8,59.2
500KV-BYQ-002,2025-06-30 12:00:00,51.3,54.3
500KV-BYQ-003,2025-06-30 12:00:00,56.2,58.5
500KV-BYQ-001,2025-06-30 13:00:00,65.6,68.6
500KV-BYQ-002,2025-06-30 13:00:00,51.7,53.0
500KV-BYQ-003,2025-06-30 13:00:00,54.2,56.7
500KV-BYQ-001,2025-06-30 14:00:00,63.2,64.9
500KV-BYQ-002,2025-06-30 14:00:00,65.4,68.4
500KV-BYQ-003,2025-06-30 14:00:00,68.3,69.6
500KV-BYQ-001,2025-06-30 15:00:00,72.3,73
500KV-BYQ-002,2025-06-30 15:00:00,61.6,63.4
500KV-BYQ-003,2025-06-30 15:00:00,68.5,70.3
500KV-BYQ-001,2025-06-30 16:00:00,58.0,59.9
500KV-BYQ-002,2025-06-30 16:00:00,69.2,72.2
500KV-BYQ-003,2025-06-30 16:00:00,56.9,58.2
500KV-BYQ-001,2025-06-30 17:00:00,69.2,72.0
500KV-BYQ-002,2025-06-30 17:00:00,65.8,68.6
500KV-BYQ-003,2025-06-30 17:00:00,63.0,65.2
500KV-BYQ-001,2025-06-30 18:00:00,59.4,61.6
500KV-BYQ-002,2025-06-30 18:00:00,66.4,69.0
500KV-BYQ-003,2025-06-30 18:00:00,58.0,59.9
500KV-BYQ-001,2025-06-30 19:00:00,58.8,61.6
500KV-BYQ-002,2025-06-30 19:00:00,49.4,52.2
500KV-BYQ-003,2025-06-30 19:00:00,60.6,62.9
500KV-BYQ-001,2025-06-30 20:00:00,60.0,62.8
500KV-BYQ-002,2025-06-30 20:00:00,57.6,59.9
500KV-BYQ-003,2025-06-30 20:00:00,62.6,64.7
500KV-BYQ-001,2025-06-30 21:00:00,56.2,57.3
500KV-BYQ-002,2025-06-30 21:00:00,63.8,65.5
500KV-BYQ-003,2025-06-30 21:00:00,62.3,65.1
500KV-BYQ-001,2025-06-30 22:00:00,68.4,70.2
500KV-BYQ-002,2025-06-30 22:00:00,51.8,54.0
500KV-BYQ-003,2025-06-30 22:00:00,67.1,68.5
500KV-BYQ-001,2025-06-30 23:00:00,61.5,62.7
500KV-BYQ-002,2025-06-30 23:00:00,52.3,54.8
500KV-BYQ-003,2025-06-30 23:00:00,58.5,61.0
500KV-BYQ-001,2025-07-01 00:00:00,58.3,60.5
500KV-BYQ-002,2025-07-01 00:00:00,57.9,60.1
500KV-BYQ-003,2025-07-01 00:00:00,50.0,52.9
500KV-BYQ-001,2025-07-01 01:00:00,64.4,65.5
500KV-BYQ-002,2025-07-01 01:00:00,49.6,52.6
500KV-BYQ-003,2025-07-01 01:00:00,52.1,54.2
500KV-BYQ-001,2025-07-01 02:00:00,50.4,51.6
500KV-BYQ-002,2025-07-01 02:00:00,56.5,58.6
500KV-BYQ-003,2025-07-01 02:00:00,49.0,50.6
500KV-BYQ-001,2025-07-01 03:00:00,52.0,53.6
500KV-BYQ-002,2025-07-01 03:00:00,52.0,53.1
500KV-BYQ-003,2025-07-01 03:00:00,42.7,44.0
500KV-BYQ-001,2025-07-01 04:00:00,61.9,64.6
500KV-BYQ-002,2025-07-01 04:00:00,53.3,55.6
500KV-BYQ-003,2025-07-01 04:00:00,53.1,55.2
500KV-BYQ-001,2025-07-01 05:00:00,62.2,64.3
500KV-BYQ-002,2025-07-01 05:00:00,51.0,52.8
500KV-BYQ-003,2025-07-01 05:00:00,50.4,52.1
500KV-BYQ-001,2025-07-01 06:00:00,64.6,67.1
500KV-BYQ-002,2025-07-01 06:00:00,64.3,66.7
500KV-BYQ-003,2025-07-01 06:00:00,64.1,65.1
500KV-BYQ-001,2025-07-01 07:00:00,55.7,58.0
500KV-BYQ-002,2025-07-01 07:00:00,60.4,62.0
500KV-BYQ-003,2025-07-01 07:00:00,59.2,60.4
500KV-BYQ-001,2025-07-01 08:00:00,54.7,56.4
500KV-BYQ-002,2025-07-01 08:00:00,50.5,53.0
500KV-BYQ-003,2025-07-01 08:00:00,56.0,58.5
500KV-BYQ-001,2025-07-01 09:00:00,50.1,53.0
500KV-BYQ-002,2025-07-01 09:00:00,65.8,68.5
500KV-BYQ-003,2025-07-01 09:00:00,62.6,63.8
500KV-BYQ-001,2025-07-01 10:00:00,71.7,73
500KV-BYQ-002,2025-07-01 10:00:00,55.9,58.9
500KV-BYQ-003,2025-07-01 10:00:00,55.8,57.9
500KV-BYQ-001,2025-07-01 11:00:00,50.6,51.9
500KV-BYQ-002,2025-07-01 11:00:00,61.4,62.9
500KV-BYQ-003,2025-07-01 11:00:00,65.1,67.8
500KV-BYQ-001,2025-07-01 12:00:00,71.0,72.2
500KV-BYQ-002,2025-07-01 12:00:00,62.9,64.7
500KV-BYQ-003,2025-07-01 12:00:00,62.6,64.3
500KV-BYQ-001,2025-07-01 13:00:00,54.5,55.6
500KV-BYQ-002,2025-07-01 13:00:00,65.1,66.6
500KV-BYQ-003,2025-07-01 13:00:00,48.2,49.4
500KV-BYQ-001,2025-07-01 14:00:00,63.7,64.9
500KV-BYQ-002,2025-07-01 14:00:00,53.8,55.3
500KV-BYQ-003,2025-07-01 14:00:00,59.1,60.7
500KV-BYQ-001,2025-07-01 15:00:00,65.4,67.5
500KV-BYQ-002,2025-07-01 15:00:00,63.4,65.1
500KV-BYQ-003,2025-07-01 15:00:00,53.8,56.3
500KV-BYQ-001,2025-07-01 16:00:00,62.6,63.8
500KV-BYQ-002,2025-07-01 16:00:00,51.6,52.7
500KV-BYQ-003,2025-07-01 16:00:00,47.2,49.0
500KV-BYQ-001,2025-07-01 17:00:00,67.0,68.1
500KV-BYQ-002,2025-07-01 17:00:00,67.1,69.5
500KV-BYQ-003,2025-07-01 17:00:00,57.2,59.7
500KV-BYQ-001,2025-07-01 18:00:00,53.3,55.9
500KV-BYQ-002,2025-07-01 18:00:00,69.6,70.7
500KV-BYQ-003,2025-07-01 18:00:00,56.2,59.2
500KV-BYQ-001,2025-07-01 19:00:00,63.5,65.3
500KV-BYQ-002,2025-07-01 19:00:00,57.3,59.9
500KV-BYQ-003,2025-07-01 19:00:00,68.9,71.6
500KV-BYQ-001,2025-07-01 20:00:00,55.8,58.2
500KV-BYQ-002,2025-07-01 20:00:00,68.1,71.1
500KV-BYQ-003,2025-07-01 20:00:00,64.1,66.3
500KV-BYQ-001,2025-07-01 21:00:00,54.0,56.9
500KV-BYQ-002,2025-07-01 21:00:00,46.8,49.5
500KV-BYQ-003,2025-07-01 21:00:00,58.6,59.7
500KV-BYQ-001,2025-07-01 22:00:00,64.2,66.2
500KV-BYQ-002,2025-07-01 22:00:00,61.0,63.9
500KV-BYQ-003,2025-07-01 22:00:00,61.0,63.8
500KV-BYQ-001,2025-07-01 23:00:00,52.7,54.6
500KV-BYQ-002,2025-07-01 23:00:00,47.5,48.6
500KV-BYQ-003,2025-07-01 23:00:00,59.9,62.7
500KV-BYQ-001,2025-07-02 00:00:00,56.2,58.4
500KV-BYQ-002,2025-07-02 00:00:00,42.8,44.0
500KV-BYQ-003,2025-07-02 00:00:00,59.5,62.2
500KV-BYQ-001,2025-07-02 01:00:00,49.1,50.4
500KV-BYQ-002,2025-07-02 01:00:00,46.6,48.0
500KV-BYQ-003,2025-07-02 01:00:00,65.7,67.5
500KV-BYQ-001,2025-07-02 02:00:00,46.5,48.4
500KV-BYQ-002,2025-07-02 02:00:00,47.9,49.7
500KV-BYQ-003,2025-07-02 02:00:00,66.3,68.4
500KV-BYQ-001,2025-07-02 03:00:00,46.9,48.2
500KV-BYQ-002,2025-07-02 03:00:00,55.1,56.8
500KV-BYQ-003,2025-07-02 03:00:00,53.0,54.8
500KV-BYQ-001,2025-07-02 04:00:00,48.1,50.5
500KV-BYQ-002,2025-07-02 04:00:00,59.0,60.2
500KV-BYQ-003,2025-07-02 04:00:00,64.1,66.7
500KV-BYQ-001,2025-07-02 05:00:00,55.9,58.9
500KV-BYQ-002,2025-07-02 05:00:00,63.3,65.6
500KV-BYQ-003,2025-07-02 05:00:00,49.9,50.9
500KV-BYQ-001,2025-07-02 06:00:00,55.4,56.5
500KV-BYQ-002,2025-07-02 06:00:00,47.9,50.8
500KV-BYQ-003,2025-07-02 06:00:00,59.3,60.6
500KV-BYQ-001,2025-07-02 07:00:00,46.8,47.8
500KV-BYQ-002,2025-07-02 07:00:00,46.4,48.4
500KV-BYQ-003,2025-07-02 07:00:00,48.6,51.4
500KV-BYQ-001,2025-07-02 08:00:00,66.8,68.4
500KV-BYQ-002,2025-07-02 08:00:00,71.1,72.8
500KV-BYQ-003,2025-07-02 08:00:00,52.5,54.4
500KV-BYQ-001,2025-07-02 09:00:00,56.4,58.5
500KV-BYQ-002,2025-07-02 09:00:00,49.0,51.1
500KV-BYQ-003,2025-07-02 09:00:00,47.3,49.8
500KV-BYQ-001,2025-07-02 10:00:00,49.3,51.8
500KV-BYQ-002,2025-07-02 10:00:00,65.0,66.5
500KV-BYQ-003,2025-07-02 10:00:00,69.6,71.3
500KV-BYQ-001,2025-07-02 11:00:00,61.0,63.7
500KV-BYQ-002,2025-07-02 11:00:00,52.7,55.5
500KV-BYQ-003,2025-07-02 11:00:00,53.2,55.6
500KV-BYQ-001,2025-07-02 12:00:00,69.4,71.8
500KV-BYQ-002,2025-07-02 12:00:00,64.6,67.4
500KV-BYQ-003,2025-07-02 12:00:00,46.8,49.7
500KV-BYQ-001,2025-07-02 13:00:00,50.9,52.0
500KV-BYQ-002,2025-07-02 13:00:00,56.2,57.9
500KV-BYQ-003,2025-07-02 13:00:00,64.4,65.9
500KV-BYQ-001,2025-07-02 14:00:00,65.1,67.3
500KV-BYQ-002,2025-07-02 14:00:00,57.7,59.5
