变压器资产ID,相位,数据时间,氢气(μL/L),甲烷(μL/L),乙烷(μL/L),乙烯(μL/L),乙炔(μL/L),一氧化碳(μL/L),二氧化碳(μL/L),总烃(μL/L),运行状态,数据质量
500KV-3号主变压器,B相,2025-07-28 00:00:00,80.16,5.22,1.0,0.55,1.07,1182.6,2985.9,7.86,注意,良好
500KV-1号主变压器,B相,2025-07-29 00:00:00,41.43,6.12,22.95,4.79,0.72,1014.6,1929.4,36.01,注意,良好
500KV-2号主变压器,B相,2025-07-29 00:00:00,43.03,11.21,17.38,7.07,0.42,230.1,2921.0,35.13,注意,良好
500KV-3号主变压器,B相,2025-07-29 00:00:00,14.67,13.49,2.64,8.3,0.02,791.2,1907.9,23.57,注意,一般
500KV-1号主变压器,B相,2025-07-30 00:00:00,197.54,11.49,16.27,11.23,0.42,235.9,2479.4,39.65,注意,良好
500KV-2号主变压器,B相,2025-07-30 00:00:00,204.09,10.89,26.16,9.96,0.49,633.3,1368.2,46.17,注意,良好
500KV-3号主变压器,B相,2025-07-30 00:00:00,56.55,8.91,4.2,0.41,0.82,1516.7,1227.4,15.0,注意,良好
500KV-1号主变压器,B相,2025-07-31 00:00:00,156.28,9.05,19.58,0.77,0.36,575.7,1079.8,30.09,注意,良好
500KV-2号主变压器,B相,2025-07-31 00:00:00,10.3,6.41,26.01,5.4,0.57,370.0,3346.0,38.54,注意,良好
500KV-3号主变压器,B相,2025-07-31 00:00:00,179.16,7.55,31.64,10.35,0.28,1296.6,2777.0,52.05,注意,良好
500KV-1号主变压器,B相,2025-08-01 00:00:00,8.99,5.6,18.15,3.59,0.15,1012.8,1600.9,26.84,注意,良好
500KV-2号主变压器,B相,2025-08-01 00:00:00,224.72,9.72,16.21,19.86,0.04,656.7,1266.9,44.5,注意,良好
500KV-3号主变压器,B相,2025-08-01 00:00:00,33.39,5.83,12.85,8.75,0.68,248.4,1208.6,28.63,注意,良好
500KV-1号主变压器,B相,2025-08-02 00:00:00,235.46,11.48,20.91,3.66,0.52,1321.2,1696.7,35.46,注意,良好
500KV-2号主变压器,B相,2025-08-02 00:00:00,244.71,12.98,6.79,6.79,0.98,932.0,3412.1,28.11,注意,良好
500KV-3号主变压器,B相,2025-08-02 00:00:00,37.24,10.34,17.14,4.1,0.24,1091.7,2837.9,33.04,注意,良好
500KV-1号主变压器,B相,2025-08-03 00:00:00,222.15,7.96,16.12,8.17,0.16,1095.2,887.3,31.11,注意,良好
500KV-2号主变压器,B相,2025-08-03 00:00:00,15.34,11.03,23.58,19.13,0.44,1063.7,2276.7,51.65,注意,良好
500KV-3号主变压器,B相,2025-08-03 00:00:00,106.65,15.54,13.52,14.58,0.23,932.0,1978.9,44.73,注意,良好
500KV-1号主变压器,B相,2025-08-04 00:00:00,121.47,6.09,33.95,14.24,0.11,809.8,3148.1,55.82,注意,一般
500KV-2号主变压器,B相,2025-08-04 00:00:00,169.65,7.6,5.67,14.32,0.73,902.6,1421.5,26.92,注意,良好
500KV-3号主变压器,B相,2025-08-04 00:00:00,25.96,5.09,14.82,9.49,0.89,215.8,3151.7,31.72,注意,良好
500KV-1号主变压器,B相,2025-08-05 00:00:00,139.91,15.01,12.7,13.68,0.5,1244.4,1374.1,40.26,注意,良好
500KV-2号主变压器,B相,2025-08-05 00:00:00,218.1,6.34,9.9,12.21,0.5,669.7,3275.3,28.73,注意,良好
500KV-3号主变压器,B相,2025-08-05 00:00:00,131.11,14.3,29.43,11.48,0.1,813.6,2039.2,56.21,注意,良好
500KV-1号主变压器,B相,2025-08-06 00:00:00,237.77,15.28,19.88,8.52,0.73,384.2,1147.8,45.44,注意,良好
500KV-2号主变压器,B相,2025-08-06 00:00:00,38.97,8.42,21.21,11.58,1.39,1230.5,1029.3,42.3,注意,良好
500KV-3号主变压器,B相,2025-08-06 00:00:00,54.28,5.46,8.15,0.42,0.54,1276.0,1411.6,14.11,注意,良好
500KV-1号主变压器,B相,2025-08-07 00:00:00,97.42,9.98,5.01,19.64,0.71,438.0,1868.4,36.6,注意,一般
500KV-2号主变压器,B相,2025-08-07 00:00:00,241.96,7.3,8.02,6.78,0.02,1057.3,1657.2,21.57,注意,良好
500KV-3号主变压器,B相,2025-08-07 00:00:00,9.7,11.01,11.43,3.77,0.11,569.1,1975.4,25.37,注意,良好
500KV-1号主变压器,B相,2025-08-08 00:00:00,93.64,3.84,26.19,7.47,0.43,1375.5,2218.7,37.94,注意,一般
500KV-2号主变压器,B相,2025-08-08 00:00:00,57.98,8.16,26.05,4.66,0.6,306.2,1162.2,38.98,注意,差
500KV-3号主变压器,B相,2025-08-08 00:00:00,128.82,8.24,22.75,3.88,0.43,429.6,3371.8,36.28,注意,良好
500KV-1号主变压器,B相,2025-08-09 00:00:00,159.25,3.74,3.47,12.4,5.9,1294.0,1662.9,24.46,注意,良好
500KV-2号主变压器,B相,2025-08-09 00:00:00,119.13,10.21,7.7,7.41,0.63,256.9,2919.2,26.57,注意,一般
500KV-3号主变压器,B相,2025-08-09 00:00:00,115.68,6.6,14.09,15.2,0.59,640.8,988.7,34.86,注意,良好
500KV-1号主变压器,B相,2025-08-10 00:00:00,14.93,11.45,31.54,8.38,0.08,1130.2,979.3,51.62,注意,良好
500KV-2号主变压器,B相,2025-08-10 00:00:00,86.42,8.88,20.06,11.89,0.46,1256.7,3178.2,42.38,注意,良好
500KV-3号主变压器,B相,2025-08-10 00:00:00,248.08,8.2,18.6,1.24,0.01,989.5,1827.7,28.76,注意,良好
500KV-1号主变压器,B相,2025-08-11 00:00:00,216.01,4.64,25.23,10.58,0.09,1462.8,1348.7,40.42,注意,良好
500KV-2号主变压器,B相,2025-08-11 00:00:00,197.51,14.06,5.69,7.65,0.01,573.2,1728.5,28.54,注意,良好
500KV-3号主变压器,B相,2025-08-11 00:00:00,35.62,7.4,15.73,1.33,0.74,566.5,1231.9,24.8,注意,良好
500KV-1号主变压器,B相,2025-08-12 00:00:00,18.09,10.41,9.98,15.09,0.23,449.8,2332.6,36.96,注意,一般
500KV-2号主变压器,B相,2025-08-12 00:00:00,111.84,12.64,19.97,3.72,0.7,1254.2,1083.9,35.59,注意,良好
500KV-3号主变压器,B相,2025-08-12 00:00:00,105.01,12.62,24.02,7.48,1.12,1164.7,2002.1,45.89,注意,良好
500KV-1号主变压器,B相,2025-08-13 00:00:00,264.88,4.68,4.13,7.97,0.71,863.4,1794.4,17.85,注意,一般
500KV-2号主变压器,B相,2025-08-13 00:00:00,205.11,6.96,33.49,4.53,1.21,276.2,2528.1,45.4,注意,良好
500KV-3号主变压器,B相,2025-08-13 00:00:00,150.67,6.72,0.8,5.77,0.27,510.9,2223.3,13.54,注意,良好
500KV-1号主变压器,B相,2025-08-14 00:00:00,122.95,6.55,7.41,6.26,1.23,940.3,2795.1,21.99,注意,良好
500KV-2号主变压器,B相,2025-08-14 00:00:00,150.12,11.97,27.84,16.71,0.34,284.1,3448.8,57.22,注意,良好
500KV-3号主变压器,B相,2025-08-14 00:00:00,134.27,12.14,14.98,6.38,0.57,644.9,1446.6,34.63,注意,良好
500KV-1号主变压器,B相,2025-08-15 00:00:00,99.41,12.09,17.82,8.24,0.41,1047.7,2666.8,39.99,注意,一般
500KV-2号主变压器,B相,2025-08-15 00:00:00,56.36,7.06,20.13,9.38,0.13,757.4,1596.3,36.21,注意,良好
500KV-3号主变压器,B相,2025-08-15 00:00:00,57.34,14.43,12.69,9.03,1.34,343.9,2001.9,38.4,注意,良好
500KV-1号主变压器,B相,2025-08-16 00:00:00,53.59,10.93,5.32,13.05,0.31,376.0,1011.7,30.09,注意,良好
500KV-2号主变压器,B相,2025-08-16 00:00:00,171.89,12.58,10.44,7.38,0.78,471.4,833.6,31.6,注意,良好
500KV-3号主变压器,B相,2025-08-16 00:00:00,89.92,12.8,20.71,20.44,0.02,366.6,1344.7,53.28,注意,良好
500KV-1号主变压器,B相,2025-08-17 00:00:00,104.18,10.93,15.88,8.29,0.21,977.9,3177.1,36.31,注意,良好
500KV-2号主变压器,B相,2025-08-17 00:00:00,18.62,3.12,15.1,4.49,0.01,637.7,2031.5,23.78,注意,良好
500KV-3号主变压器,B相,2025-08-17 00:00:00,111.98,7.24,27.43,6.45,0.05,809.2,2239.8,42.16,注意,良好
500KV-1号主变压器,B相,2025-08-18 00:00:00,166.9,6.75,31.48,7.21,1.37,1277.6,918.7,46.06,注意,良好
500KV-2号主变压器,B相,2025-08-18 00:00:00,19.32,8.05,24.83,10.69,0.61,1301.7,2164.7,42.96,注意,良好
500KV-3号主变压器,B相,2025-08-18 00:00:00,13.89,13.31,11.14,10.06,1.28,937.0,1890.2,36.7,注意,良好
500KV-1号主变压器,B相,2025-08-19 00:00:00,206.78,4.42,25.75,14.26,0.36,642.5,2740.1,44.79,注意,良好
500KV-2号主变压器,B相,2025-08-19 00:00:00,224.49,3.3,22.84,1.78,0.52,406.2,2452.9,27.27,注意,良好
500KV-3号主变压器,B相,2025-08-19 00:00:00,218.35,15.44,4.71,12.57,0.38,1058.2,2093.6,32.95,注意,良好
500KV-1号主变压器,B相,2025-08-20 00:00:00,87.11,7.07,24.77,14.12,0.42,900.0,2770.9,48.67,注意,一般
500KV-2号主变压器,B相,2025-08-20 00:00:00,153.41,6.06,7.36,6.5,0.36,353.7,2180.2,19.54,注意,良好
500KV-3号主变压器,B相,2025-08-20 00:00:00,170.92,10.64,16.09,2.8,0.01,856.1,3496.4,29.76,注意,良好
500KV-1号主变压器,B相,2025-08-21 00:00:00,29.9,3.23,26.9,9.69,0.23,620.0,1800.1,41.88,注意,良好
500KV-2号主变压器,B相,2025-08-21 00:00:00,58.02,13.84,14.68,5.73,0.11,1262.6,2566.5,35.37,注意,良好
500KV-3号主变压器,B相,2025-08-21 00:00:00,52.75,11.0,10.28,14.15,0.31,574.7,2222.6,35.2,注意,一般
500KV-1号主变压器,B相,2025-08-22 00:00:00,77.13,9.32,16.17,15.42,0.2,1344.0,2539.4,39.12,注意,良好
500KV-2号主变压器,B相,2025-08-22 00:00:00,173.79,4.45,4.61,19.24,0.12,547.5,1963.9,28.0,注意,良好
500KV-3号主变压器,B相,2025-08-22 00:00:00,138.13,12.16,16.77,16.28,0.17,474.6,2262.4,46.45,注意,一般
500KV-1号主变压器,B相,2025-08-23 00:00:00,31.12,10.11,17.64,1.15,0.45,249.6,3265.7,29.24,注意,良好
500KV-2号主变压器,B相,2025-08-23 00:00:00,82.07,4.47,5.33,8.84,0.89,1219.7,2428.0,19.26,注意,良好
500KV-3号主变压器,B相,2025-08-23 00:00:00,103.03,5.05,24.21,2.46,0.13,433.9,2753.4,30.69,注意,良好
500KV-1号主变压器,B相,2025-08-24 00:00:00,7.5,3.36,16.63,5.3,0.21,1087.1,1081.6,26.77,注意,良好
500KV-2号主变压器,B相,2025-08-24 00:00:00,170.44,6.77,29.86,5.97,0.17,1115.8,2646.2,41.24,注意,良好
500KV-3号主变压器,B相,2025-08-24 00:00:00,42.37,11.17,2.24,11.7,0.02,1027.0,1802.1,24.69,注意,良好
500KV-1号主变压器,B相,2025-08-25 00:00:00,63.05,9.3,15.47,17.38,0.36,339.1,2222.4,43.11,注意,一般
500KV-2号主变压器,B相,2025-08-25 00:00:00,6.3,8.16,17.34,2.17,0.35,563.0,2272.0,28.24,注意,良好
500KV-3号主变压器,B相,2025-08-25 00:00:00,182.4,12.96,26.53,0.22,0.3,285.4,2944.1,38.72,注意,良好
500KV-1号主变压器,B相,2025-08-26 00:00:00,85.22,8.25,14.12,11.29,0.69,1206.6,2427.9,35.44,注意,良好
500KV-2号主变压器,B相,2025-08-26 00:00:00,23.14,11.9,3.2,18.68,0.26,483.5,2387.6,35.64,注意,良好
500KV-3号主变压器,B相,2025-08-26 00:00:00,58.32,11.73,19.65,13.76,0.04,830.0,1955.2,47.17,注意,良好
500KV-1号主变压器,B相,2025-08-27 00:00:00,229.2,13.84,11.72,17.81,0.71,680.4,995.3,42.84,注意,良好
500KV-2号主变压器,B相,2025-08-27 00:00:00,72.66,4.57,1.07,14.14,0.53,253.4,1853.7,20.43,注意,良好
500KV-3号主变压器,B相,2025-08-27 00:00:00,101.14,7.84,28.75,2.77,0.25,730.1,2024.3,38.56,注意,良好
500KV-1号主变压器,B相,2025-08-28 00:00:00,173.21,8.47,14.59,3.89,0.01,543.1,1775.7,27.53,注意,一般
500KV-2号主变压器,B相,2025-08-28 00:00:00,185.0,12.78,23.98,2.81,0.05,988.5,2847.3,40.17,注意,一般
500KV-3号主变压器,B相,2025-08-28 00:00:00,71.64,13.2,24.8,7.07,0.34,334.5,2658.9,47.16,注意,良好
500KV-1号主变压器,B相,2025-08-29 00:00:00,30.92,6.07,9.68,17.63,0.6,1277.5,1390.5,34.63,注意,良好
500KV-2号主变压器,B相,2025-08-29 00:00:00,55.11,6.89,16.47,14.39,0.41,807.4,3154.8,40.05,注意,良好
500KV-3号主变压器,B相,2025-08-29 00:00:00,107.38,11.89,15.46,16.06,0.62,952.4,1395.4,43.64,注意,良好
500KV-1号主变压器,C相,2025-06-01 00:00:00,151.54,13.71,9.23,12.79,0.23,1234.3,1272.5,34.72,注意,良好
500KV-2号主变压器,C相,2025-06-01 00:00:00,34.13,4.84,2.89,16.01,0.25,979.6,1512.5,24.53,注意,良好
500KV-3号主变压器,C相,2025-06-01 00:00:00,183.33,6.76,16.78,17.0,0.27,1138.1,2795.7,42.03,注意,良好
500KV-1号主变压器,C相,2025-06-02 00:00:00,127.14,8.8,23.96,8.03,0.98,1212.4,2457.1,42.17,注意,良好
500KV-2号主变压器,C相,2025-06-02 00:00:00,195.07,11.52,18.31,1.18,0.89,856.1,1427.7,31.74,注意,良好
500KV-3号主变压器,C相,2025-06-02 00:00:00,118.13,7.75,30.53,2.92,0.21,551.4,1338.0,41.22,注意,良好
500KV-1号主变压器,C相,2025-06-03 00:00:00,72.71,8.75,21.83,12.87,0.83,428.5,808.8,45.94,注意,良好
500KV-2号主变压器,C相,2025-06-03 00:00:00,168.45,10.86,9.39,13.88,0.07,400.0,3100.1,35.45,注意,良好
500KV-3号主变压器,C相,2025-06-03 00:00:00,101.92,3.25,17.69,11.67,0.13,844.6,1089.8,33.03,注意,良好
500KV-1号主变压器,C相,2025-06-04 00:00:00,220.07,3.07,24.35,4.68,0.68,918.1,730.1,32.11,注意,良好
500KV-2号主变压器,C相,2025-06-04 00:00:00,157.56,13.69,13.42,2.35,0.43,347.3,2743.1,29.79,注意,差
500KV-3号主变压器,C相,2025-06-04 00:00:00,189.0,5.64,17.07,4.02,0.22,550.3,1067.0,25.69,注意,良好
500KV-1号主变压器,C相,2025-06-05 00:00:00,230.42,10.58,2.57,18.17,0.9,326.6,2003.0,31.49,注意,良好
500KV-2号主变压器,C相,2025-06-05 00:00:00,131.4,5.85,4.26,0.5,0.0,1343.5,2219.9,11.06,注意,良好
500KV-3号主变压器,C相,2025-06-05 00:00:00,99.06,11.73,11.59,0.87,0.04,1378.7,3737.7,24.71,注意,良好
500KV-1号主变压器,C相,2025-06-06 00:00:00,252.59,7.93,22.59,18.25,1.02,1105.8,2617.3,52.13,注意,良好
500KV-2号主变压器,C相,2025-06-06 00:00:00,184.64,6.49,8.16,5.24,0.38,1143.7,3639.8,20.53,注意,良好
500KV-3号主变压器,C相,2025-06-06 00:00:00,17.67,12.35,2.24,12.69,0.47,1331.9,1975.5,26.48,注意,良好
500KV-1号主变压器,C相,2025-06-07 00:00:00,166.26,9.73,15.36,15.42,0.35,1114.4,2952.1,42.83,注意,一般
500KV-2号主变压器,C相,2025-06-07 00:00:00,136.37,10.09,3.01,4.14,0.6,917.5,1992.4,17.74,注意,良好
500KV-3号主变压器,C相,2025-06-07 00:00:00,151.55,12.26,24.27,17.26,0.15,737.1,2849.3,51.25,注意,良好
500KV-1号主变压器,C相,2025-06-08 00:00:00,96.57,11.55,18.01,7.19,0.23,543.5,2491.7,38.74,注意,良好
500KV-2号主变压器,C相,2025-06-08 00:00:00,167.68,13.39,23.52,17.42,0.02,291.3,1899.7,55.25,注意,良好
500KV-3号主变压器,C相,2025-06-08 00:00:00,18.1,14.23,21.59,3.52,0.55,1226.0,1053.0,37.99,注意,良好
500KV-1号主变压器,C相,2025-06-09 00:00:00,98.45,5.46,18.21,1.89,0.48,1061.4,3644.4,25.46,注意,良好
500KV-2号主变压器,C相,2025-06-09 00:00:00,212.56,12.52,18.89,2.14,0.36,854.4,1963.1,34.97,注意,良好
500KV-3号主变压器,C相,2025-06-09 00:00:00,180.65,10.4,33.04,7.09,0.23,368.4,1598.1,50.85,注意,良好
500KV-1号主变压器,C相,2025-06-10 00:00:00,105.18,6.55,15.24,12.95,0.71,911.4,1759.5,36.45,注意,良好
500KV-2号主变压器,C相,2025-06-10 00:00:00,22.49,4.81,23.33,10.09,0.24,694.6,1186.4,37.18,注意,良好
500KV-3号主变压器,C相,2025-06-10 00:00:00,19.2,15.13,28.31,16.81,0.22,1006.7,3471.8,58.66,注意,良好
500KV-1号主变压器,C相,2025-06-11 00:00:00,182.56,12.06,8.79,13.18,0.07,354.3,2615.0,34.1,注意,良好
500KV-2号主变压器,C相,2025-06-11 00:00:00,80.87,5.23,18.69,20.39,0.38,1210.9,2400.9,45.23,注意,良好
500KV-3号主变压器,C相,2025-06-11 00:00:00,166.11,4.99,9.38,19.6,1.01,1009.5,1842.0,36.23,注意,良好
500KV-1号主变压器,C相,2025-06-12 00:00:00,209.75,13.75,8.16,14.0,0.16,292.2,2631.3,34.37,注意,良好
500KV-2号主变压器,C相,2025-06-12 00:00:00,148.33,8.35,16.71,4.55,0.27,444.5,890.1,28.97,注意,良好
500KV-3号主变压器,C相,2025-06-12 00:00:00,92.01,12.53,1.98,6.95,0.29,494.3,1516.9,20.84,注意,良好
500KV-1号主变压器,C相,2025-06-13 00:00:00,192.98,9.93,6.18,10.6,0.88,1171.2,2066.6,26.86,注意,良好
500KV-2号主变压器,C相,2025-06-13 00:00:00,120.86,7.17,26.32,1.95,0.3,1114.1,2661.7,36.48,注意,良好
500KV-3号主变压器,C相,2025-06-13 00:00:00,10.62,7.94,4.27,2.93,0.29,1347.4,2372.7,15.9,正常,良好
500KV-1号主变压器,C相,2025-06-14 00:00:00,10.7,15.17,10.39,5.24,0.29,694.5,1777.5,30.2,注意,良好
500KV-2号主变压器,C相,2025-06-14 00:00:00,215.35,7.69,6.72,2.06,0.01,767.3,976.1,16.06,注意,良好
500KV-3号主变压器,C相,2025-06-14 00:00:00,102.12,5.05,29.16,20.96,0.03,1287.9,1701.2,55.05,注意,良好
500KV-1号主变压器,C相,2025-06-15 00:00:00,152.48,8.57,19.32,14.39,0.28,418.6,2594.0,41.09,注意,良好
500KV-2号主变压器,C相,2025-06-15 00:00:00,219.42,3.78,10.73,4.93,0.11,1200.8,2046.4,19.27,注意,良好
500KV-3号主变压器,C相,2025-06-15 00:00:00,245.34,11.43,25.18,0.86,0.09,1355.1,3070.2,36.01,注意,一般
500KV-1号主变压器,C相,2025-06-16 00:00:00,82.89,13.58,7.72,14.99,0.34,869.3,3313.5,37.51,注意,良好
500KV-2号主变压器,C相,2025-06-16 00:00:00,218.27,15.12,19.73,16.37,0.33,1128.6,3143.6,52.99,注意,良好
500KV-3号主变压器,C相,2025-06-16 00:00:00,137.08,7.33,4.82,1.55,0.09,392.5,2607.4,13.56,注意,良好
500KV-1号主变压器,C相,2025-06-17 00:00:00,123.45,5.33,13.36,9.82,0.32,1196.7,2970.4,30.04,注意,良好
500KV-2号主变压器,C相,2025-06-17 00:00:00,206.44,10.54,2.87,20.72,0.15,282.9,2400.6,34.7,注意,良好
500KV-3号主变压器,C相,2025-06-17 00:00:00,150.69,7.37,7.04,2.07,0.0,1090.3,1456.2,16.75,注意,良好
500KV-1号主变压器,C相,2025-06-18 00:00:00,145.86,6.85,8.36,3.69,0.03,1120.1,1811.6,18.12,注意,良好
500KV-2号主变压器,C相,2025-06-18 00:00:00,256.97,5.06,25.01,22.18,0.0,723.0,3374.4,52.87,注意,良好
500KV-3号主变压器,C相,2025-06-18 00:00:00,176.58,8.11,5.37,11.86,1.43,1397.3,1727.3,26.78,注意,良好
500KV-1号主变压器,C相,2025-06-19 00:00:00,197.4,9.69,3.58,10.26,1.21,391.7,3634.1,25.23,注意,良好
500KV-2号主变压器,C相,2025-06-19 00:00:00,204.47,5.62,13.97,10.67,0.05,513.0,2616.6,30.65,注意,良好
500KV-3号主变压器,C相,2025-06-19 00:00:00,223.92,13.35,17.25,2.13,0.08,400.8,953.9,32.56,注意,良好
500KV-1号主变压器,C相,2025-06-20 00:00:00,223.48,13.84,24.5,14.73,0.04,874.3,1107.2,51.74,注意,一般
500KV-2号主变压器,C相,2025-06-20 00:00:00,7.92,10.14,26.35,11.05,0.17,1313.8,2490.8,48.33,注意,良好
500KV-3号主变压器,C相,2025-06-20 00:00:00,168.42,14.65,1.62,6.37,0.08,1234.6,3597.7,22.51,注意,一般
500KV-1号主变压器,C相,2025-06-21 00:00:00,196.69,12.88,11.9,18.48,0.11,526.1,2000.2,43.65,注意,良好
500KV-2号主变压器,C相,2025-06-21 00:00:00,127.75,4.74,11.48,3.52,0.11,658.2,3343.4,20.27,注意,良好
500KV-3号主变压器,C相,2025-06-21 00:00:00,234.41,6.98,10.59,1.21,1.05,462.2,1074.2,20.62,注意,良好
500KV-1号主变压器,C相,2025-06-22 00:00:00,160.55,7.87,13.38,23.65,0.19,739.3,1283.2,46.81,注意,良好
500KV-2号主变压器,C相,2025-06-22 00:00:00,34.33,11.2,12.43,5.08,1.01,1295.6,1166.4,28.94,注意,良好
500KV-3号主变压器,C相,2025-06-22 00:00:00,133.24,9.01,9.42,12.98,1.2,1198.2,2738.5,33.78,注意,良好
500KV-1号主变压器,C相,2025-06-23 00:00:00,215.81,5.92,3.92,10.82,1.13,777.9,1527.0,22.36,注意,一般
500KV-2号主变压器,C相,2025-06-23 00:00:00,47.28,13.39,7.23,12.03,0.03,395.0,3192.0,32.6,注意,良好
500KV-3号主变压器,C相,2025-06-23 00:00:00,227.56,5.96,13.87,7.58,0.02,626.9,2195.6,27.22,注意,良好
500KV-1号主变压器,C相,2025-06-24 00:00:00,145.91,3.89,19.06,16.68,0.58,1002.6,3022.1,40.72,注意,良好
500KV-2号主变压器,C相,2025-06-24 00:00:00,203.67,7.36,34.88,1.36,0.26,409.0,2734.3,44.8,注意,良好
500KV-3号主变压器,C相,2025-06-24 00:00:00,98.24,11.43,12.66,4.73,0.11,1256.6,2847.2,30.21,注意,良好
500KV-1号主变压器,C相,2025-06-25 00:00:00,152.64,5.98,26.42,1.2,0.16,547.1,1626.5,35.36,注意,良好
500KV-2号主变压器,C相,2025-06-25 00:00:00,156.51,10.99,8.47,2.27,1.0,751.5,2576.5,22.89,注意,良好
500KV-3号主变压器,C相,2025-06-25 00:00:00,195.73,10.62,15.43,9.25,0.57,465.0,1290.2,37.53,注意,良好
500KV-1号主变压器,C相,2025-06-26 00:00:00,155.63,11.1,25.62,8.63,0.2,238.6,1406.6,43.46,注意,差
500KV-2号主变压器,C相,2025-06-26 00:00:00,159.45,9.68,15.73,8.31,0.41,374.6,2180.2,35.22,注意,良好
500KV-3号主变压器,C相,2025-06-26 00:00:00,130.68,9.51,1.58,0.45,0.12,273.9,2574.9,11.53,注意,一般
500KV-1号主变压器,C相,2025-06-27 00:00:00,169.39,8.18,31.63,8.92,0.21,414.5,782.5,51.22,注意,良好
500KV-2号主变压器,C相,2025-06-27 00:00:00,114.12,14.03,13.82,2.29,0.37,911.3,2616.4,30.46,注意,良好
500KV-3号主变压器,C相,2025-06-27 00:00:00,44.83,9.68,14.86,3.01,0.47,1363.8,3127.5,29.27,注意,良好
500KV-1号主变压器,C相,2025-06-28 00:00:00,212.7,7.79,3.79,18.14,0.3,750.8,3081.1,30.49,注意,良好
500KV-2号主变压器,C相,2025-06-28 00:00:00,187.71,3.79,2.99,8.7,1.2,483.9,1911.9,16.35,注意,差
500KV-3号主变压器,C相,2025-06-28 00:00:00,201.56,12.96,11.72,3.93,0.25,412.5,798.4,30.25,注意,良好
500KV-1号主变压器,C相,2025-06-29 00:00:00,229.99,5.41,16.32,13.67,0.15,635.4,1528.3,35.15,注意,良好
500KV-2号主变压器,C相,2025-06-29 00:00:00,42.04,10.77,2.64,8.61,0.6,413.9,2632.5,23.35,注意,良好
500KV-3号主变压器,C相,2025-06-29 00:00:00,102.8,2.97,21.35,14.85,0.41,730.6,1980.1,39.84,注意,良好
500KV-1号主变压器,C相,2025-06-30 00:00:00,210.55,3.23,28.44,2.52,1.46,1002.7,1579.8,35.02,注意,良好
500KV-2号主变压器,C相,2025-06-30 00:00:00,177.73,5.03,26.17,14.5,0.45,943.6,1002.8,46.55,注意,良好
500KV-3号主变压器,C相,2025-06-30 00:00:00,230.11,4.47,18.26,9.85,1.42,626.0,2485.7,33.32,注意,良好
500KV-1号主变压器,C相,2025-07-01 00:00:00,38.76,10.5,23.18,13.21,0.22,1142.2,1122.6,45.49,注意,良好
500KV-2号主变压器,C相,2025-07-01 00:00:00,236.79,12.24,0.91,3.62,0.07,428.1,1712.1,16.57,注意,良好
500KV-3号主变压器,C相,2025-07-01 00:00:00,116.42,10.71,4.35,0.44,0.0,630.2,2825.0,15.4,注意,良好
500KV-1号主变压器,C相,2025-07-02 00:00:00,183.06,10.02,13.93,9.48,0.73,1288.1,2067.4,34.99,注意,良好
500KV-2号主变压器,C相,2025-07-02 00:00:00,219.93,10.83,22.3,18.79,0.49,419.7,1525.9,51.53,注意,良好
500KV-3号主变压器,C相,2025-07-02 00:00:00,88.06,15.51,20.46,4.67,0.51,837.3,3896.8,42.48,注意,良好
500KV-1号主变压器,C相,2025-07-03 00:00:00,244.24,4.17,10.47,6.73,0.39,649.6,1311.9,20.88,注意,良好
500KV-2号主变压器,C相,2025-07-03 00:00:00,12.28,8.51,4.41,7.37,0.8,586.6,2288.2,20.05,注意,良好
500KV-3号主变压器,C相,2025-07-03 00:00:00,9.41,11.96,24.97,5.55,0.04,395.2,3254.8,42.67,注意,良好
500KV-1号主变压器,C相,2025-07-04 00:00:00,60.55,10.35,13.27,3.75,0.46,520.9,2359.1,27.3,注意,良好
500KV-2号主变压器,C相,2025-07-04 00:00:00,126.18,13.12,17.09,3.99,0.64,964.8,2737.2,34.85,注意,一般
500KV-3号主变压器,C相,2025-07-04 00:00:00,60.53,10.33,2.07,13.28,0.47,1038.7,1969.8,25.95,注意,良好
500KV-1号主变压器,C相,2025-07-05 00:00:00,211.07,10.76,9.69,9.59,0.1,605.3,870.8,31.61,注意,良好
500KV-2号主变压器,C相,2025-07-05 00:00:00,104.95,4.9,24.05,6.15,0.53,1319.2,2176.7,34.15,注意,良好
500KV-3号主变压器,C相,2025-07-05 00:00:00,81.0,9.85,23.1,5.6,0.22,671.9,2236.8,39.9,注意,良好
500KV-1号主变压器,C相,2025-07-06 00:00:00,230.08,14.22,21.52,2.33,0.38,200.1,3324.6,36.68,注意,良好
500KV-2号主变压器,C相,2025-07-06 00:00:00,53.82,8.35,14.83,11.71,0.34,422.2,1029.5,36.57,注意,良好
500KV-3号主变压器,C相,2025-07-06 00:00:00,118.86,9.62,1.22,5.82,0.04,563.3,2978.1,17.11,注意,良好
500KV-1号主变压器,C相,2025-07-07 00:00:00,44.34,6.67,25.05,4.65,0.34,662.9,1911.4,37.69,注意,良好
500KV-2号主变压器,C相,2025-07-07 00:00:00,70.02,6.18,32.56,2.73,0.68,967.3,869.5,41.74,注意,良好
500KV-3号主变压器,C相,2025-07-07 00:00:00,124.44,9.78,31.6,9.57,0.19,780.5,2936.0,53.0,注意,良好
500KV-1号主变压器,C相,2025-07-08 00:00:00,22.63,5.48,9.94,13.9,0.31,946.0,2234.1,29.37,注意,良好
